# The following table is formatted as tab separated values. 																							
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
kdpA	gene-LQ108_RS06540	TRANSCRIPT_gene-LQ108_RS06540	protein_coding	0	14	4	98	0	0	0	0	49	0	0	4	0	0	0	0	0	0	14	49
kdpB	gene-LQ108_RS06535	TRANSCRIPT_gene-LQ108_RS06535	protein_coding	0	15	1	102	0	0	0	0	56	0	0	1	0	0	0	0	0	0	15	46
kdpC	gene-LQ108_RS06530	TRANSCRIPT_gene-LQ108_RS06530	protein_coding	0	5	3	108	0	0	0	0	55	0	0	3	0	0	0	0	0	0	5	53
kdpD	gene-LQ108_RS06525	TRANSCRIPT_gene-LQ108_RS06525	protein_coding	0	26	2	105	0	0	0	0	55	0	0	2	0	0	0	0	0	0	26	50
kdpE	gene-LQ108_RS06520	TRANSCRIPT_gene-LQ108_RS06520	protein_coding	0	8	1	106	0	0	0	0	56	0	0	1	0	0	0	0	0	0	8	50
kdpF	gene-LQ108_RS06545	TRANSCRIPT_gene-LQ108_RS06545	protein_coding	0	0	0	98	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	50
kdsA	gene-LQ108_RS13300	TRANSCRIPT_gene-LQ108_RS13300	protein_coding	0	12	1	82	0	0	0	0	31	0	0	1	0	0	0	0	0	0	12	51
kdsB	gene-LQ108_RS07780	TRANSCRIPT_gene-LQ108_RS07780	protein_coding	0	5	1	100	0	0	0	0	38	0	0	1	0	0	0	0	0	0	5	62
kdsC	gene-LQ108_RS20425	TRANSCRIPT_gene-LQ108_RS20425	protein_coding	0	3	2	67	0	0	0	0	30	0	0	2	0	0	0	0	0	0	3	37
kdsD	gene-LQ108_RS20420	TRANSCRIPT_gene-LQ108_RS20420	protein_coding	0	12	0	63	0	0	0	0	32	0	0	0	0	0	0	0	0	0	12	31
kduD	gene-LQ108_RS09260	TRANSCRIPT_gene-LQ108_RS09260	protein_coding	0	7	4	67	0	0	0	0	31	0	0	4	0	0	0	0	0	0	7	36
kduD	gene-LQ108_RS18570	TRANSCRIPT_gene-LQ108_RS18570	protein_coding	0	6	0	73	0	0	0	0	35	0	0	0	0	0	0	0	0	0	6	38
kduI	gene-LQ108_RS18575	TRANSCRIPT_gene-LQ108_RS18575	protein_coding	0	10	1	67	0	0	0	0	34	0	0	1	0	0	0	0	0	0	10	33
kefB	gene-LQ108_RS21120	TRANSCRIPT_gene-LQ108_RS21120	protein_coding	0	22	1	64	0	0	0	0	18	0	0	1	0	0	0	0	0	0	22	46
kefC	gene-LQ108_RS03420	TRANSCRIPT_gene-LQ108_RS03420	protein_coding	0	30	2	97	0	0	0	0	39	0	0	2	0	0	0	0	0	0	30	58
kefF	gene-LQ108_RS03415	TRANSCRIPT_gene-LQ108_RS03415	protein_coding	0	4	1	107	0	0	0	0	49	0	0	1	0	0	0	0	0	0	4	58
kefG	gene-LQ108_RS21125	TRANSCRIPT_gene-LQ108_RS21125	protein_coding	0	2	1	83	0	0	0	0	33	0	0	1	0	0	0	0	0	0	2	50
kup	gene-LQ108_RS23035	TRANSCRIPT_gene-LQ108_RS23035	protein_coding	0	6	1	76	0	0	0	0	40	0	0	1	0	0	0	0	0	0	6	36
lapB	gene-LQ108_RS12910	TRANSCRIPT_gene-LQ108_RS12910	protein_coding	0	17	0	51	0	0	0	0	43	0	0	0	0	0	0	0	0	0	17	8
ldcA	gene-LQ108_RS13605	TRANSCRIPT_gene-LQ108_RS13605	protein_coding	0	5	3	78	0	0	0	0	43	0	0	3	0	0	0	0	0	0	5	35
ldtA	gene-LQ108_RS14955	TRANSCRIPT_gene-LQ108_RS14955	protein_coding	0	4	1	129	0	0	0	0	60	0	0	1	0	0	0	0	0	0	4	69
ldtB	gene-LQ108_RS07115	TRANSCRIPT_gene-LQ108_RS07115	protein_coding	0	4	0	108	0	0	0	0	65	0	0	0	0	0	0	0	0	0	4	43
ldtC	gene-LQ108_RS08785	TRANSCRIPT_gene-LQ108_RS08785	protein_coding	0	8	1	101	0	0	0	0	42	0	0	1	0	0	0	0	0	0	8	59
ldtD	gene-LQ108_RS07815	TRANSCRIPT_gene-LQ108_RS07815	protein_coding	0	19	4	86	0	0	0	0	36	0	0	4	0	0	0	0	0	0	19	50
ldtE	gene-LQ108_RS09610	TRANSCRIPT_gene-LQ108_RS09610	protein_coding	0	10	0	95	0	0	0	0	53	0	0	0	0	0	0	0	0	0	10	42
lepA	gene-LQ108_RS17190	TRANSCRIPT_gene-LQ108_RS17190	protein_coding	0	16	1	65	0	0	0	0	28	0	0	1	0	0	0	0	0	0	16	37
lepB	gene-LQ108_RS17185	TRANSCRIPT_gene-LQ108_RS17185	protein_coding	0	3	2	67	0	0	0	0	36	0	0	2	0	0	0	0	0	0	3	31
leuA	gene-LQ108_RS03555	TRANSCRIPT_gene-LQ108_RS03555	protein_coding	0	10	1	112	0	0	0	0	60	0	0	1	0	0	0	0	0	0	10	52
leuA	gene-LQ108_RS17790	TRANSCRIPT_gene-LQ108_RS17790	protein_coding	0	9	6	84	0	0	0	0	43	0	0	6	0	0	0	0	0	0	9	41
leuB	gene-LQ108_RS03550	TRANSCRIPT_gene-LQ108_RS03550	protein_coding	0	13	0	101	0	0	0	0	56	0	0	0	0	0	0	0	0	0	13	45
leuC	gene-LQ108_RS03545	TRANSCRIPT_gene-LQ108_RS03545	protein_coding	0	12	0	105	0	0	0	0	58	0	0	0	0	0	0	0	0	0	12	47
leuD	gene-LQ108_RS03540	TRANSCRIPT_gene-LQ108_RS03540	protein_coding	0	10	2	93	0	0	0	0	52	0	0	2	0	0	0	0	0	0	10	41
leuE	gene-LQ108_RS13080	TRANSCRIPT_gene-LQ108_RS13080	protein_coding	0	4	0	95	0	0	0	0	53	0	0	0	0	0	0	0	0	0	4	42
leuL	gene-LQ108_RS24140	TRANSCRIPT_gene-LQ108_RS24140	protein_coding	0	0	1	101	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	51
leuO	gene-LQ108_RS03560	TRANSCRIPT_gene-LQ108_RS03560	protein_coding	0	12	1	82	0	0	0	0	40	0	0	1	0	0	0	0	0	0	12	42
leuS	gene-LQ108_RS06330	TRANSCRIPT_gene-LQ108_RS06330	protein_coding	0	14	1	82	0	0	0	0	45	0	0	1	0	0	0	0	0	0	14	37
lexA	gene-LQ108_RS01465	TRANSCRIPT_gene-LQ108_RS01465	protein_coding	0	3	0	73	0	0	0	0	36	0	0	0	0	0	0	0	0	0	3	37
lgt	gene-LQ108_RS18445	TRANSCRIPT_gene-LQ108_RS18445	protein_coding	0	3	0	110	0	0	0	0	46	0	0	0	0	0	0	0	0	0	3	64
ligA	gene-LQ108_RS16540	TRANSCRIPT_gene-LQ108_RS16540	protein_coding	0	13	1	81	0	0	0	0	45	0	0	1	0	0	0	0	0	0	13	36
ligB	gene-LQ108_RS00565	TRANSCRIPT_gene-LQ108_RS00565	protein_coding	0	14	8	90	0	0	0	0	50	0	0	8	0	0	0	0	0	0	14	40
lipA	gene-LQ108_RS06265	TRANSCRIPT_gene-LQ108_RS06265	protein_coding	0	3	1	94	0	0	0	0	57	0	0	1	0	0	0	0	0	0	3	37
lipB	gene-LQ108_RS06275	TRANSCRIPT_gene-LQ108_RS06275	protein_coding	0	2	0	85	0	0	0	0	36	0	0	0	0	0	0	0	0	0	2	49
livF	gene-LQ108_RS21555	TRANSCRIPT_gene-LQ108_RS21555	protein_coding	0	5	1	118	0	0	0	0	41	0	0	1	0	0	0	0	0	0	5	77
livG	gene-LQ108_RS21560	TRANSCRIPT_gene-LQ108_RS21560	protein_coding	0	14	0	99	0	0	0	0	34	0	0	0	0	0	0	0	0	0	14	65
livH	gene-LQ108_RS21570	TRANSCRIPT_gene-LQ108_RS21570	protein_coding	0	9	0	111	0	0	0	0	43	0	0	0	0	0	0	0	0	0	9	68
livJ	gene-LQ108_RS21585	TRANSCRIPT_gene-LQ108_RS21585	protein_coding	0	3	0	111	0	0	0	0	78	0	0	0	0	0	0	0	0	0	3	33
livK	gene-LQ108_RS21575	TRANSCRIPT_gene-LQ108_RS21575	protein_coding	0	30	6	80	0	0	0	0	46	0	0	6	0	0	0	0	0	0	30	34
livM	gene-LQ108_RS14230	TRANSCRIPT_gene-LQ108_RS14230	protein_coding	0	12	3	84	0	0	0	0	35	0	0	3	0	0	0	0	0	0	12	49
livM	gene-LQ108_RS21565	TRANSCRIPT_gene-LQ108_RS21565	protein_coding	0	8	1	113	0	0	0	0	46	0	0	1	0	0	0	0	0	0	8	67
lldD	gene-LQ108_RS00770	TRANSCRIPT_gene-LQ108_RS00770	protein_coding	0	10	0	58	0	0	0	0	34	0	0	0	0	0	0	0	0	0	10	24
lldP	gene-LQ108_RS00780	TRANSCRIPT_gene-LQ108_RS00780	protein_coding	0	17	1	38	0	0	0	0	37	0	0	1	0	0	0	0	0	0	17	1
lldR	gene-LQ108_RS00775	TRANSCRIPT_gene-LQ108_RS00775	protein_coding	0	5	0	59	0	0	0	0	40	0	0	0	0	0	0	0	0	0	5	19
lnt	gene-LQ108_RS06365	TRANSCRIPT_gene-LQ108_RS06365	protein_coding	0	12	5	86	0	0	0	0	39	0	0	5	0	0	0	0	0	0	12	47
loiP	gene-LQ108_RS18840	TRANSCRIPT_gene-LQ108_RS18840	protein_coding	0	4	1	88	0	0	0	0	59	0	0	1	0	0	0	0	0	0	4	29
lolA	gene-LQ108_RS07665	TRANSCRIPT_gene-LQ108_RS07665	protein_coding	0	4	0	91	0	0	0	0	48	0	0	0	0	0	0	0	0	0	4	43
lolB	gene-LQ108_RS13335	TRANSCRIPT_gene-LQ108_RS13335	protein_coding	0	4	1	94	0	0	0	0	40	0	0	1	0	0	0	0	0	0	4	54
lolC	gene-LQ108_RS08800	TRANSCRIPT_gene-LQ108_RS08800	protein_coding	0	10	1	111	0	0	0	0	53	0	0	1	0	0	0	0	0	0	10	58
lolD	gene-LQ108_RS08805	TRANSCRIPT_gene-LQ108_RS08805	protein_coding	0	10	0	108	0	0	0	0	56	0	0	0	0	0	0	0	0	0	10	52
lolE	gene-LQ108_RS08810	TRANSCRIPT_gene-LQ108_RS08810	protein_coding	0	10	1	112	0	0	0	0	60	0	0	1	0	0	0	0	0	0	10	52
lon	gene-LQ108_RS04845	TRANSCRIPT_gene-LQ108_RS04845	protein_coding	0	23	0	79	0	0	0	0	52	0	0	0	0	0	0	0	0	0	23	27
lpcA	gene-LQ108_RS04300	TRANSCRIPT_gene-LQ108_RS04300	protein_coding	0	1	0	74	0	0	0	0	30	0	0	0	0	0	0	0	0	0	1	44
lpdA	gene-LQ108_RS03755	TRANSCRIPT_gene-LQ108_RS03755	protein_coding	0	2	0	76	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2	26
lplA	gene-LQ108_RS03190	TRANSCRIPT_gene-LQ108_RS03190	protein_coding	0	13	3	85	0	0	0	0	54	0	0	3	0	0	0	0	0	0	13	31
lplT	gene-LQ108_RS18480	TRANSCRIPT_gene-LQ108_RS18480	protein_coding	0	16	3	100	0	0	0	0	55	0	0	3	0	0	0	0	0	0	16	45
lpoB	gene-LQ108_RS08745	TRANSCRIPT_gene-LQ108_RS08745	protein_coding	0	5	0	65	0	0	0	0	43	0	0	0	0	0	0	0	0	0	5	22
lpp	gene-LQ108_RS09615	TRANSCRIPT_gene-LQ108_RS09615	protein_coding	0	0	0	94	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	55
lptA	gene-LQ108_RS20435	TRANSCRIPT_gene-LQ108_RS20435	protein_coding	0	5	1	65	0	0	0	0	30	0	0	1	0	0	0	0	0	0	5	35
lptB	gene-LQ108_RS20440	TRANSCRIPT_gene-LQ108_RS20440	protein_coding	0	8	0	64	0	0	0	0	27	0	0	0	0	0	0	0	0	0	8	37
lptC	gene-LQ108_RS20430	TRANSCRIPT_gene-LQ108_RS20430	protein_coding	0	2	0	70	0	0	0	0	33	0	0	0	0	0	0	0	0	0	2	37
lptD	gene-LQ108_RS03455	TRANSCRIPT_gene-LQ108_RS03455	protein_coding	0	42	8	83	0	0	0	0	39	0	0	8	0	0	0	0	0	0	42	44
lptE	gene-LQ108_RS06325	TRANSCRIPT_gene-LQ108_RS06325	protein_coding	0	6	0	81	0	0	0	0	43	0	0	0	0	0	0	0	0	0	6	38
lptF	gene-LQ108_RS20490	TRANSCRIPT_gene-LQ108_RS20490	protein_coding	0	10	2	76	0	0	0	0	36	0	0	2	0	0	0	0	0	0	10	40
lptG	gene-LQ108_RS20485	TRANSCRIPT_gene-LQ108_RS20485	protein_coding	0	11	0	76	0	0	0	0	33	0	0	0	0	0	0	0	0	0	11	43
lptM	gene-LQ108_RS22280	TRANSCRIPT_gene-LQ108_RS22280	protein_coding	0	3	0	102	0	0	0	0	47	0	0	0	0	0	0	0	0	0	3	55
lpxA	gene-LQ108_RS04070	TRANSCRIPT_gene-LQ108_RS04070	protein_coding	0	2	1	72	0	0	0	0	45	0	0	1	0	0	0	0	0	0	2	27
lpxB	gene-LQ108_RS04075	TRANSCRIPT_gene-LQ108_RS04075	protein_coding	0	13	2	62	0	0	0	0	36	0	0	2	0	0	0	0	0	0	13	26
lpxC	gene-LQ108_RS03655	TRANSCRIPT_gene-LQ108_RS03655	protein_coding	0	3	0	80	0	0	0	0	53	0	0	0	0	0	0	0	0	0	3	27
lpxD	gene-LQ108_RS04060	TRANSCRIPT_gene-LQ108_RS04060	protein_coding	0	2	0	67	0	0	0	0	40	0	0	0	0	0	0	0	0	0	2	27
lpxH	gene-LQ108_RS05215	TRANSCRIPT_gene-LQ108_RS05215	protein_coding	0	5	2	89	0	0	0	0	47	0	0	2	0	0	0	0	0	0	5	42
lpxK	gene-LQ108_RS07765	TRANSCRIPT_gene-LQ108_RS07765	protein_coding	0	10	3	108	0	0	0	0	43	0	0	3	0	0	0	0	0	0	10	65
lpxM	gene-LQ108_RS13930	TRANSCRIPT_gene-LQ108_RS13930	protein_coding	0	16	2	74	0	0	0	0	37	0	0	2	0	0	0	0	0	0	16	37
lpxO	gene-LQ108_RS01645	TRANSCRIPT_gene-LQ108_RS01645	protein_coding	0	5	1	71	0	0	0	0	36	0	0	1	0	0	0	0	0	0	5	35
lpxP	gene-LQ108_RS16410	TRANSCRIPT_gene-LQ108_RS16410	protein_coding	0	10	3	104	0	0	0	0	58	0	0	3	0	0	0	0	0	0	10	46
lrhA	gene-LQ108_RS16125	TRANSCRIPT_gene-LQ108_RS16125	protein_coding	0	3	0	62	0	0	0	0	20	0	0	0	0	0	0	0	0	0	3	42
lrp	gene-LQ108_RS07655	TRANSCRIPT_gene-LQ108_RS07655	protein_coding	0	0	0	105	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	56
lspA	gene-LQ108_RS03370	TRANSCRIPT_gene-LQ108_RS03370	protein_coding	0	5	1	94	0	0	0	0	59	0	0	1	0	0	0	0	0	0	5	35
lsrA	gene-LQ108_RS19920	TRANSCRIPT_gene-LQ108_RS19920	protein_coding	0	15	0	98	0	0	0	0	46	0	0	0	0	0	0	0	0	0	15	52
lsrB	gene-LQ108_RS19905	TRANSCRIPT_gene-LQ108_RS19905	protein_coding	0	5	0	113	0	0	0	0	70	0	0	0	0	0	0	0	0	0	5	43
lsrC	gene-LQ108_RS19915	TRANSCRIPT_gene-LQ108_RS19915	protein_coding	0	6	2	107	0	0	0	0	52	0	0	2	0	0	0	0	0	0	6	55
lsrD	gene-LQ108_RS19910	TRANSCRIPT_gene-LQ108_RS19910	protein_coding	0	5	3	106	0	0	0	0	62	0	0	3	0	0	0	0	0	0	5	44
lsrF	gene-LQ108_RS19900	TRANSCRIPT_gene-LQ108_RS19900	protein_coding	0	9	2	108	0	0	0	0	70	0	0	2	0	0	0	0	0	0	9	38
lsrG	gene-LQ108_RS19895	TRANSCRIPT_gene-LQ108_RS19895	protein_coding	0	2	0	113	0	0	0	0	71	0	0	0	0	0	0	0	0	0	2	42
lsrK	gene-LQ108_RS19930	TRANSCRIPT_gene-LQ108_RS19930	protein_coding	1	14	4	86	0	0	0	0	42	0	0	4	0	0	0	1	0	0	14	44
lsrR	gene-LQ108_RS19925	TRANSCRIPT_gene-LQ108_RS19925	protein_coding	0	9	0	88	0	0	0	0	50	0	0	0	0	0	0	0	0	0	9	38
ltaE	gene-LQ108_RS07555	TRANSCRIPT_gene-LQ108_RS07555	protein_coding	0	6	1	93	0	0	0	0	45	0	0	1	0	0	0	0	0	0	6	48
luxS	gene-LQ108_RS17800	TRANSCRIPT_gene-LQ108_RS17800	protein_coding	0	5	0	83	0	0	0	0	48	0	0	0	0	0	0	0	0	0	5	35
lysA	gene-LQ108_RS18520	TRANSCRIPT_gene-LQ108_RS18520	protein_coding	0	6	1	82	0	0	0	0	35	0	0	1	0	0	0	0	0	0	6	47
lysC	gene-LQ108_RS01355	TRANSCRIPT_gene-LQ108_RS01355	protein_coding	0	8	0	78	0	0	0	0	46	0	0	0	0	0	0	0	0	0	8	32
lysM	gene-LQ108_RS19305	TRANSCRIPT_gene-LQ108_RS19305	protein_coding	0	5	1	102	0	0	0	0	64	0	0	1	0	0	0	0	0	0	5	38
lysS	gene-LQ108_RS18675	TRANSCRIPT_gene-LQ108_RS18675	protein_coding	0	11	0	70	0	0	0	0	38	0	0	0	0	0	0	0	0	0	11	32
maa	gene-LQ108_RS05015	TRANSCRIPT_gene-LQ108_RS05015	protein_coding	0	1	0	93	0	0	0	0	63	0	0	0	0	0	0	0	0	0	1	30
macA	gene-LQ108_RS07600	TRANSCRIPT_gene-LQ108_RS07600	protein_coding	0	8	3	71	0	0	0	0	39	0	0	3	0	0	0	0	0	0	8	32
macB	gene-LQ108_RS07605	TRANSCRIPT_gene-LQ108_RS07605	protein_coding	0	20	1	79	0	0	0	0	41	0	0	1	0	0	0	0	0	0	20	38
maeB	gene-LQ108_RS16635	TRANSCRIPT_gene-LQ108_RS16635	protein_coding	0	17	0	97	0	0	0	0	56	0	0	0	0	0	0	0	0	0	17	41
mak	gene-LQ108_RS04625	TRANSCRIPT_gene-LQ108_RS04625	protein_coding	0	9	0	102	0	0	0	0	63	0	0	0	0	0	0	0	0	0	9	39
malE	gene-LQ108_RS01425	TRANSCRIPT_gene-LQ108_RS01425	protein_coding	0	4	0	85	0	0	0	0	43	0	0	0	0	0	0	0	0	0	4	42
malF	gene-LQ108_RS01420	TRANSCRIPT_gene-LQ108_RS01420	protein_coding	0	10	1	84	0	0	0	0	48	0	0	1	0	0	0	0	0	0	10	36
malG	gene-LQ108_RS01415	TRANSCRIPT_gene-LQ108_RS01415	protein_coding	0	9	1	70	0	0	0	0	45	0	0	1	0	0	0	0	0	0	9	25
malI	gene-LQ108_RS05235	TRANSCRIPT_gene-LQ108_RS05235	protein_coding	0	8	1	89	0	0	0	0	45	0	0	1	0	0	0	0	0	0	8	44
malK	gene-LQ108_RS01430	TRANSCRIPT_gene-LQ108_RS01430	protein_coding	0	6	0	89	0	0	0	0	53	0	0	0	0	0	0	0	0	0	6	36
malM	gene-LQ108_RS01440	TRANSCRIPT_gene-LQ108_RS01440	protein_coding	0	9	0	70	0	0	0	0	37	0	0	0	0	0	0	0	0	0	9	33
malP	gene-LQ108_RS21420	TRANSCRIPT_gene-LQ108_RS21420	protein_coding	0	29	2	68	0	0	0	0	29	0	0	2	0	0	0	0	0	0	29	39
malQ	gene-LQ108_RS21415	TRANSCRIPT_gene-LQ108_RS21415	protein_coding	0	10	0	89	0	0	0	0	40	0	0	0	0	0	0	0	0	0	10	49
malT	gene-LQ108_RS21425	TRANSCRIPT_gene-LQ108_RS21425	protein_coding	1	22	4	77	0	0	0	0	39	0	1	4	0	1	0	0	1	1	22	38
malX	gene-LQ108_RS09935	TRANSCRIPT_gene-LQ108_RS09935	protein_coding	0	15	0	88	0	0	0	0	46	0	0	0	0	0	0	0	0	0	15	42
malZ	gene-LQ108_RS04660	TRANSCRIPT_gene-LQ108_RS04660	protein_coding	0	26	4	66	0	0	0	0	20	0	0	4	0	0	0	0	0	0	26	46
manA	gene-LQ108_RS09950	TRANSCRIPT_gene-LQ108_RS09950	protein_coding	0	4	2	94	0	0	0	0	52	0	0	2	0	0	0	0	0	0	4	42
manX	gene-LQ108_RS13735	TRANSCRIPT_gene-LQ108_RS13735	protein_coding	0	3	1	95	0	0	0	0	46	0	0	1	0	0	0	0	0	0	3	49
manY	gene-LQ108_RS13740	TRANSCRIPT_gene-LQ108_RS13740	protein_coding	0	2	0	102	0	0	0	0	60	0	0	0	0	0	0	0	0	0	2	42
map	gene-LQ108_RS04005	TRANSCRIPT_gene-LQ108_RS04005	protein_coding	0	3	0	56	0	0	0	0	37	0	0	0	0	0	0	0	0	0	3	19
marA	gene-LQ108_RS11205	TRANSCRIPT_gene-LQ108_RS11205	protein_coding	0	1	0	78	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1	28
marB	gene-LQ108_RS11200	TRANSCRIPT_gene-LQ108_RS11200	protein_coding	0	1	0	80	0	0	0	0	52	0	0	0	0	0	0	0	0	0	1	28
marR	gene-LQ108_RS11210	TRANSCRIPT_gene-LQ108_RS11210	protein_coding	0	1	0	75	0	0	0	0	41	0	0	0	0	0	0	0	0	0	1	34
matP	gene-LQ108_RS07935	TRANSCRIPT_gene-LQ108_RS07935	protein_coding	0	5	0	107	0	0	0	0	65	0	0	0	0	0	0	0	0	0	5	42
mazG	gene-LQ108_RS18250	TRANSCRIPT_gene-LQ108_RS18250	protein_coding	0	6	1	70	0	0	0	0	31	0	0	1	0	0	0	0	0	0	6	39
mcbA	gene-LQ108_RS07015	TRANSCRIPT_gene-LQ108_RS07015	protein_coding	0	2	1	114	0	0	0	0	64	0	0	1	0	0	0	0	0	0	2	50
mdcA	gene-LQ108_RS21175	TRANSCRIPT_gene-LQ108_RS21175	protein_coding	0	8	0	112	0	0	0	0	66	0	0	0	0	0	0	0	0	0	8	46
mdcC	gene-LQ108_RS21165	TRANSCRIPT_gene-LQ108_RS21165	protein_coding	0	3	2	113	0	0	0	0	59	0	0	2	0	0	0	0	0	0	3	54
mdcE	gene-LQ108_RS21155	TRANSCRIPT_gene-LQ108_RS21155	protein_coding	0	9	4	103	0	0	0	0	49	0	0	4	0	0	0	0	0	0	9	54
mdcH	gene-LQ108_RS21140	TRANSCRIPT_gene-LQ108_RS21140	protein_coding	0	8	5	108	0	0	0	0	47	0	0	5	0	0	0	0	0	0	8	61
mdh	gene-LQ108_RS20605	TRANSCRIPT_gene-LQ108_RS20605	protein_coding	0	11	0	65	0	0	0	0	31	0	0	0	0	0	0	0	0	0	11	34
mdoC	gene-LQ108_RS08460	TRANSCRIPT_gene-LQ108_RS08460	protein_coding	0	6	0	70	0	0	0	0	39	0	0	0	0	0	0	0	0	0	6	31
mdoG	gene-LQ108_RS08465	TRANSCRIPT_gene-LQ108_RS08465	protein_coding	0	4	0	89	0	0	0	0	53	0	0	0	0	0	0	0	0	0	4	36
mdoH	gene-LQ108_RS08470	TRANSCRIPT_gene-LQ108_RS08470	protein_coding	0	22	1	76	0	0	0	0	46	0	0	1	0	0	0	0	0	0	22	30
mdtC	gene-LQ108_RS15365	TRANSCRIPT_gene-LQ108_RS15365	protein_coding	0	24	2	109	0	0	0	0	54	0	0	2	0	0	0	0	0	0	24	55
mdtD	gene-LQ108_RS23000	TRANSCRIPT_gene-LQ108_RS23000	protein_coding	0	8	1	41	0	0	0	0	39	0	0	1	0	0	0	0	0	0	8	2
mdtG	gene-LQ108_RS08485	TRANSCRIPT_gene-LQ108_RS08485	protein_coding	0	20	3	61	0	0	0	0	31	0	0	3	0	0	0	0	0	0	20	30
mdtH	gene-LQ108_RS08540	TRANSCRIPT_gene-LQ108_RS08540	protein_coding	0	13	0	73	0	0	0	0	30	0	0	0	0	0	0	0	0	0	13	43
mdtI	gene-LQ108_RS10150	TRANSCRIPT_gene-LQ108_RS10150	protein_coding	0	5	0	78	0	0	0	0	30	0	0	0	0	0	0	0	0	0	5	48
mdtJ	gene-LQ108_RS10145	TRANSCRIPT_gene-LQ108_RS10145	protein_coding	0	2	1	76	0	0	0	0	29	0	0	1	0	0	0	0	0	0	2	47
mdtK	gene-LQ108_RS09710	TRANSCRIPT_gene-LQ108_RS09710	protein_coding	0	17	0	99	0	0	0	0	61	0	0	0	0	0	0	0	0	0	17	38
mdtQ	gene-LQ108_RS15610	TRANSCRIPT_gene-LQ108_RS15610	protein_coding	0	22	5	77	0	0	0	0	45	0	0	5	0	0	0	0	0	0	22	32
menA	gene-LQ108_RS22645	TRANSCRIPT_gene-LQ108_RS22645	protein_coding	0	4	2	73	0	0	0	0	38	0	0	2	0	0	0	0	0	0	4	35
menB	gene-LQ108_RS16020	TRANSCRIPT_gene-LQ108_RS16020	protein_coding	0	8	0	122	0	0	0	0	71	0	0	0	0	0	0	0	0	0	8	51
menC	gene-LQ108_RS16015	TRANSCRIPT_gene-LQ108_RS16015	protein_coding	0	5	3	121	0	0	0	0	68	0	0	3	0	0	0	0	0	0	5	53
menD	gene-LQ108_RS16030	TRANSCRIPT_gene-LQ108_RS16030	protein_coding	0	14	4	114	0	0	0	0	67	0	0	4	0	0	0	0	0	0	14	47
menE	gene-LQ108_RS16010	TRANSCRIPT_gene-LQ108_RS16010	protein_coding	0	14	7	115	0	0	0	0	65	0	0	7	0	0	0	0	0	0	14	50
menF	gene-LQ108_RS16035	TRANSCRIPT_gene-LQ108_RS16035	protein_coding	0	13	1	98	0	0	0	0	55	0	0	1	0	0	0	0	0	0	13	43
menH	gene-LQ108_RS16025	TRANSCRIPT_gene-LQ108_RS16025	protein_coding	0	7	3	117	0	0	0	0	65	0	0	3	0	0	0	0	0	0	7	52
menI	gene-LQ108_RS09480	TRANSCRIPT_gene-LQ108_RS09480	protein_coding	0	4	0	88	0	0	0	0	43	0	0	0	0	0	0	0	0	0	4	45
mepA	gene-LQ108_RS16345	TRANSCRIPT_gene-LQ108_RS16345	protein_coding	0	6	1	96	0	0	0	0	44	0	0	1	0	0	0	0	0	0	6	52
mepK	gene-LQ108_RS07820	TRANSCRIPT_gene-LQ108_RS07820	protein_coding	0	0	0	91	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	51
mepM	gene-LQ108_RS13935	TRANSCRIPT_gene-LQ108_RS13935	protein_coding	0	9	1	84	0	0	0	0	45	0	0	1	0	0	0	0	0	0	9	39
mepS	gene-LQ108_RS15775	TRANSCRIPT_gene-LQ108_RS15775	protein_coding	0	6	0	82	0	0	0	0	47	0	0	0	0	0	0	0	0	0	6	35
metA	gene-LQ108_RS01300	TRANSCRIPT_gene-LQ108_RS01300	protein_coding	0	14	0	57	0	0	0	0	49	0	0	0	0	0	0	0	0	0	14	8
metB	gene-LQ108_RS22605	TRANSCRIPT_gene-LQ108_RS22605	protein_coding	0	5	0	60	0	0	0	0	31	0	0	0	0	0	0	0	0	0	5	29
metC	gene-LQ108_RS19230	TRANSCRIPT_gene-LQ108_RS19230	protein_coding	0	8	3	60	0	0	0	0	28	0	0	3	0	0	0	0	0	0	8	32
metE	gene-LQ108_RS22190	TRANSCRIPT_gene-LQ108_RS22190	protein_coding	0	19	6	77	0	0	0	0	41	0	0	6	0	0	0	0	0	0	19	36
